rouge1_f,rouge2_f,rougeL_f,compression_ratio,repetition_rate,guid,engine,method,max_sentences,article_char_len,predicted_summary,summarizer_core_latency_sec,input_truncation,resolved_max_new_tokens
0.46341463414634143,0.19999999999999998,0.2926829268292683,0.0688360450563204,0.0,494,vit5,abstractive,2,1598,"Sau khi trình báo, Công an tỉnh Đắk Lắk đã xác định được đối tượng gọi điện đe doạ anh Đức và xin lỗi anh Đức.",5.871525800001109,head,128.0
0.5897435897435898,0.2631578947368421,0.41025641025641024,0.05042016806722689,0.0,8563,vit5,abstractive,2,2618,"Ông Tomomi Kommasith, tân Thủ tướng Lào, sẽ thăm Việt Nam từ ngày 8-10/6 nhằm thúc đẩy hợp tác song_phương và cả các vấn đề khu_vực.",2.4450097999942955,head,128.0
0.8316831683168318,0.7070707070707071,0.7524752475247524,0.07587253414264036,0.0,55,vit5,abstractive,2,1977,Tô_Công_Lý - Phó tổng giám đốc Công ty TNHH Xây dựng - Thương mại - Du lịch Công_Lý bị bắt tạm giam để điều tra về hành vi lừa đảo chiếm_đoạt tài sản.,2.6703873999940697,head,128.0
0.5517241379310345,0.18823529411764706,0.29885057471264365,0.06670061099796334,0.0,11152,vit5,abstractive,2,1964,Video không có rào chắn ngăn dòng người di cư liều lĩnh tiến vào Mỹ qua biên giới đang gây tranh cãi trong giới chức quốc phòng Mỹ.,1.9438263999909395,head,128.0
0.5283018867924528,0.057692307692307696,0.2830188679245283,0.035600907029478455,0.0,5005,vit5,abstractive,2,4410,"Một chuyến bay của hãng hàng không Ai Cập đã bị rơi sau khi phi hành đoàn yêu cầu được hạ cánh khẩn cấp xuống bán đảo Sinai, truyền thông địa phương đưa tin.",2.1153715000109514,head,128.0
0.6557377049180327,0.33898305084745767,0.5245901639344263,0.0638148667601683,0.0,10389,vit5,abstractive,2,1426,"Bình_Nhưỡng sẽ không tấn công đảo Guam, căn cứ quân sự quan trọng của Mỹ ở Thái_Bình_Dương.",1.8764380000066012,head,128.0
0.6352941176470588,0.24096385542168675,0.35294117647058826,0.06875631951466127,0.0,7706,vit5,abstractive,2,1978,Washington muốn rút khỏi Hiệp_định Paris nhưng thông báo này không đồng nghĩa với việc Washington đã bắt đầu khởi động lại kế hoạch này.,1.7839448000013363,head,128.0
0.7415730337078652,0.6206896551724138,0.6292134831460675,0.11485451761102604,0.1515151515151515,3927,vit5,abstractive,2,1306,"Sáng 26-4, UBND TP. HCM đã trao quyết định bổ nhiệm ông Lê Hoà Bình giữ chức vụ chủ tịch UBND quận 7. Ông Bình được bổ nhiệm làm chủ tịch UBND quận 7.",2.20403229999647,none,128.0
0.5378151260504201,0.11965811965811966,0.2857142857142857,0.061532192339038304,0.0,14906,vit5,abstractive,2,2454,"Hàng chục hộ dân đang sinh sống gần khu dự án cao ốc Toàn_Tích_Thiện đang phải "" mắt chữ A, mồm chữ O "" do công ty Toàn_Tích_Thiện triển khai xây dựng.",2.571973199999775,head,128.0
0.575,0.20512820512820512,0.35,0.046511627906976744,0.0,10408,vit5,abstractive,2,2451,"Các nhà điều tra kết luận thiếu nhiên_liệu là nguyên nhân khiến phi cơ chở 71 người chết, chỉ có 6 người sống sót.",2.049071699992055,head,128.0
0.5285714285714285,0.18840579710144925,0.31428571428571433,0.034573829531812726,0.11428571428571432,14913,vit5,abstractive,2,4165,"Mới đây, UBND quận Hoàng Mai ( Hà Nội ) đã tổ chức họp báo giới thiệu bộ phim Ông đồ gàn và cũng là lần đầu tiên tổ chức họp báo về bộ phim này.",2.3361884000041755,head,128.0
0.611111111111111,0.41509433962264153,0.4444444444444444,0.03670058139534884,0.0,14438,vit5,abstractive,2,2752,Cô giáo chủ nhiệm đã bắt học sinh tát bạn 231 cái khiến cháu bé lớp 6 nhập viện ngay trên sân trường.,2.460597900004359,head,128.0
0.6349206349206349,0.22950819672131145,0.3492063492063492,0.040218664584146815,0.0,1241,vit5,abstractive,2,2561,"Trong buổi giao lưu trực tuyến mới đây, Hồ Quỳnh_Hương đã có những chia sẻ thú vị về tình yêu của mình.",2.8318050999951083,head,128.0
0.611764705882353,0.28915662650602414,0.4,0.0381030701754386,0.0,19076,vit5,abstractive,2,3648,"Cầu bộ_hành bắc qua đường_sắt ở xã Quang_Trung, thị 'xã Bỉm_Sơn, Thanh 'Hoá được hoàn thành, sẽ giúp người dân sử dụng được nhiều tiện ích.",4.555539499997394,head,128.0
0.5508982035928144,0.18181818181818182,0.28742514970059885,0.04976629089909266,0.0,13998,vit5,abstractive,2,3637,Thói_quen sử dụng tiền_mặt ngày nay đã ăn sâu vào hành_nghệ của người tiêu dùng Việt Nam. Nếu không bắt kịp thời_đại công_nghệ số thì chắc chắn chúng_ta sẽ tụt_hậu so với thời_cuộc.,5.521568500000285,head,128.0
0.5789473684210525,0.2678571428571429,0.2807017543859649,0.05851229380641145,0.0,4850,vit5,abstractive,2,3213,"Tháng 10-2007, hội nghị thượng_đỉnh liên Triều lần 2 tại Bình 'Nhưỡng đã khép lại sau 7 năm. Có điều gì đó đã xảy ra khiến Triều 'Tiên liên tiếp kêu gọi từ bỏ chương trình vũ khí hạt nhân.",5.301681199998711,head,128.0
0.7173913043478262,0.4666666666666667,0.5,0.0651541593949971,0.0,19760,vit5,abstractive,2,1719,"Tàu 27,5 tỷ đồng sẽ phục vụ nhu cầu đi lại của nhân dân và du khách ra đảo Cồn_Cỏ ( huyện Gio Linh, Quảng Trị ).",4.927165400004014,head,128.0
0.6101694915254238,0.31034482758620685,0.2711864406779661,0.04930232558139535,0.0,2581,vit5,abstractive,2,3225,"Ngày 7-8, đại diện báo Tuổi_Trẻ tại Thanh_Hoá, tỉnh Thanh_Sơn, tỉnh Cà Mau trao tận tay người dân bị mất nhà do đợt mưa 'lũ'vừa qua với số tiền 170 triệu đồng.",5.1070311999937985,head,128.0
0.5691056910569107,0.1652892561983471,0.37398373983739835,0.0839929639401935,0.0,5590,vit5,abstractive,2,2274,Bắc Kinh tuyên bố sẽ bảo vệ lợi ích hợp pháp của các công ty trong nước sau khi Washington cáo buộc Tập đoàn Huawei và các giám đốc tài chính quốc gia Trung Quốc vi phạm lệnh trừng phạt Iran.,4.0968974999996135,head,128.0
0.6666666666666667,0.3021582733812949,0.425531914893617,0.06004776526782668,0.02631578947368418,14528,vit5,abstractive,2,2931,Bộ GTVT vừa có văn bản gửi Uỷ ban nhân dân tỉnh Quảng Ninh về việc chỉ đạo Sở GTVT Quảng Ninh khẩn trương nghiên cứu giải pháp ứng phó với hiện trạng cầu Bạch Đằng bị lún võng.,3.9486158000072464,head,128.0
