guid,article_char_len,summary_engine,format,status,error,rouge1_f,rouge2_f,rougeL_f,rougeL_delta_vs_baseline,compression_ratio,repetition_rate,cleaned_char_len,sentence_count,ingest_latency_sec,summarize_latency_sec,predicted_summary,ingest_exact_match,ingest_char_len_ratio,ingest_sentence_count_delta,ingest_rougeL_f,ingest_replacement_char_count
55,1977,tfidf,file_docx,ok,,0.4666666666666667,0.0909090909090909,0.2888888888888889,0.0,0.06525037936267071,0.0,1977,19,0.020411400008015335,0.00042209999810438603,"HCM để thẩm_vấn "" , một giám_đốc doanh_nghiệp có quyền_lợi , nghĩa_vụ liên_quan nói trên Zing.vn . HCM vào chiều một ngày_trước .",True,1.0,0,1.0,0
55,1977,tfidf,file_pdf,ok,,0.13559322033898302,0.0,0.13559322033898302,-0.1532956685499059,0.017703591299949417,0.0,1977,53,0.01453080000646878,0.0005333000008249655,"HCM ?? liên_quan nói
trên Zing.vn .",False,1.0,34,1.0,0
11152,1964,tfidf,text_baseline,ok,,0.3893805309734514,0.018018018018018018,0.23008849557522124,0.0,0.10641547861507128,0.0,1964,15,0.0001294999965466559,0.0003265999985160306,"Trump đã tuyên_bố tình_trạng khẩn_cấp quốc_gia , yêu_cầu cấp ngân_sách hàng tỷ USD để xây tường nhưng những nỗ_lực này vấp phải nhiều thách_thức ở toà_án . Hồi tháng 4 , các nhà_chức_trách ghi_nhận 99.304 vụ .",True,1.0,0,1.0,0
11152,1964,tfidf,file_txt,ok,,0.3893805309734514,0.018018018018018018,0.23008849557522124,0.0,0.10641547861507128,0.0,1964,15,0.0028603000100702047,0.0004161000106250867,"Trump đã tuyên_bố tình_trạng khẩn_cấp quốc_gia , yêu_cầu cấp ngân_sách hàng tỷ USD để xây tường nhưng những nỗ_lực này vấp phải nhiều thách_thức ở toà_án . Hồi tháng 4 , các nhà_chức_trách ghi_nhận 99.304 vụ .",True,1.0,0,1.0,0
11152,1964,tfidf,file_docx,ok,,0.3893805309734514,0.018018018018018018,0.23008849557522124,0.0,0.10641547861507128,0.0,1964,15,0.019105300001683645,0.0005322000070009381,"Trump đã tuyên_bố tình_trạng khẩn_cấp quốc_gia , yêu_cầu cấp ngân_sách hàng tỷ USD để xây tường nhưng những nỗ_lực này vấp phải nhiều thách_thức ở toà_án . Hồi tháng 4 , các nhà_chức_trách ghi_nhận 99.304 vụ .",True,1.0,0,1.0,0
11152,1964,tfidf,file_pdf,ok,,0.04545454545454545,0.0,0.04545454545454545,-0.1846339501206758,0.007637474541751527,0.0,1964,61,0.014541700002155267,0.0005376000044634566,USD ?? toà_án .,False,1.0,46,1.0,0
5005,4410,tfidf,text_baseline,ok,,0.5142857142857143,0.09708737864077671,0.24761904761904763,0.0,0.034013605442176874,0.0,4410,35,0.00024179999309126288,0.0007297999982256442,"Dù nó bị hư hỏng khá nặng , người ta vẫn nghe thấy một tiếng nổ lớn khi trích xuất dữ liệu từ hộp đen trước khi mọi thứ chìm vào im lặng . Để làm gì ?",True,1.0,0,1.0,0
5005,4410,tfidf,file_txt,ok,,0.5142857142857143,0.09708737864077671,0.24761904761904763,0.0,0.034013605442176874,0.0,4410,35,0.0062907999963499606,0.0009037999989232048,"Dù nó bị hư hỏng khá nặng , người ta vẫn nghe thấy một tiếng nổ lớn khi trích xuất dữ liệu từ hộp đen trước khi mọi thứ chìm vào im lặng . Để làm gì ?",True,1.0,0,1.0,0
5005,4410,tfidf,file_docx,ok,,0.5142857142857143,0.09708737864077671,0.24761904761904763,0.0,0.034013605442176874,0.0,4410,35,0.022920800009160303,0.0007895000017015263,"Dù nó bị hư hỏng khá nặng , người ta vẫn nghe thấy một tiếng nổ lớn khi trích xuất dữ liệu từ hộp đen trước khi mọi thứ chìm vào im lặng . Để làm gì ?",True,1.0,0,1.0,0
5005,4410,tfidf,file_pdf,ok,,0.03508771929824561,0.0,0.03508771929824561,-0.21253132832080202,0.004534119247336205,0.0,4411,146,0.019189000013284385,0.0016207000007852912,"TNT , ?? tháp Giza ?",False,1.0002267573696144,111,1.0,0
10389,1426,tfidf,text_baseline,ok,,0.4,0.05825242718446601,0.2095238095238095,0.0,0.16129032258064516,0.0,1426,14,0.00011649999942164868,0.00027770000451710075,"Nếu họ không làm vậy , họ sẽ phải hổ_thẹn trước toàn thế_giới một lần nữa "" , Sputnik dẫn lời ông Jin_Jong - Hyop , Đại_biện Đại_sứ_quán Triều_Tiên tại Nga , cho_biết . Ước_tính có 17.500 lính Mỹ và 50.000 lính Hàn_Quốc tham_gia .",True,1.0,0,1.0,0
10389,1426,tfidf,file_txt,ok,,0.4,0.05825242718446601,0.2095238095238095,0.0,0.16129032258064516,0.0,1426,14,0.0022071999992476776,0.00033510000503156334,"Nếu họ không làm vậy , họ sẽ phải hổ_thẹn trước toàn thế_giới một lần nữa "" , Sputnik dẫn lời ông Jin_Jong - Hyop , Đại_biện Đại_sứ_quán Triều_Tiên tại Nga , cho_biết . Ước_tính có 17.500 lính Mỹ và 50.000 lính Hàn_Quốc tham_gia .",True,1.0,0,1.0,0
10389,1426,tfidf,file_docx,ok,,0.4,0.05825242718446601,0.2095238095238095,0.0,0.16129032258064516,0.0,1426,14,0.020097000000532717,0.0003699000080814585,"Nếu họ không làm vậy , họ sẽ phải hổ_thẹn trước toàn thế_giới một lần nữa "" , Sputnik dẫn lời ông Jin_Jong - Hyop , Đại_biện Đại_sứ_quán Triều_Tiên tại Nga , cho_biết . Ước_tính có 17.500 lính Mỹ và 50.000 lính Hàn_Quốc tham_gia .",True,1.0,0,1.0,0
10389,1426,tfidf,file_pdf,ok,,0.36363636363636365,0.1904761904761905,0.27272727272727276,0.06320346320346326,0.028050490883590462,0.0,1426,46,0.018549999993410893,0.0004901999927824363,"các chính_sách khiêu_khích và
?e_do? th?",False,1.0,32,1.0,0
7706,1978,tfidf,text_baseline,ok,,0.3568075117370892,0.21800947867298578,0.28169014084507044,0.0,0.2724974721941355,0.011235955056179803,1978,11,0.0001348999940091744,0.00031680001120548695,"Tuy_nhiên , ông Trump cũng khẳng_định Washington sẽ xúc_tiến các cuộc thương_lượng để tìm_kiếm một thoả_thuận khác "" công_bằng hơn với nước Mỹ , với các doanh_nghiệp , công_nhân , người_dân và những người đang đóng thuế cho nước Mỹ "" . "" Thông_báo của Bộ Ngoại_giao tới Liên_Hiệp_Quốc lặp lại những gì mà Tổng_thống đã nói với thế_giới vào ngày 1/6 và nó không có giá_trị pháp_lý , "" theo ông Nigel_Purvis , quan_chức điều_hành công_tác ngoại_giao liên_quan đến vấn_đề biến_đổi khí_hậu dười thời Tổng_thống Bill_Clinton và George_W._Bush .",True,1.0,0,1.0,0
7706,1978,tfidf,file_txt,ok,,0.3568075117370892,0.21800947867298578,0.28169014084507044,0.0,0.2724974721941355,0.011235955056179803,1978,11,0.0030343999969772995,0.0003941000031773001,"Tuy_nhiên , ông Trump cũng khẳng_định Washington sẽ xúc_tiến các cuộc thương_lượng để tìm_kiếm một thoả_thuận khác "" công_bằng hơn với nước Mỹ , với các doanh_nghiệp , công_nhân , người_dân và những người đang đóng thuế cho nước Mỹ "" . "" Thông_báo của Bộ Ngoại_giao tới Liên_Hiệp_Quốc lặp lại những gì mà Tổng_thống đã nói với thế_giới vào ngày 1/6 và nó không có giá_trị pháp_lý , "" theo ông Nigel_Purvis , quan_chức điều_hành công_tác ngoại_giao liên_quan đến vấn_đề biến_đổi khí_hậu dười thời Tổng_thống Bill_Clinton và George_W._Bush .",True,1.0,0,1.0,0
7706,1978,tfidf,file_docx,ok,,0.3568075117370892,0.21800947867298578,0.28169014084507044,0.0,0.2724974721941355,0.011235955056179803,1978,11,0.01897429999371525,0.00038919999497011304,"Tuy_nhiên , ông Trump cũng khẳng_định Washington sẽ xúc_tiến các cuộc thương_lượng để tìm_kiếm một thoả_thuận khác "" công_bằng hơn với nước Mỹ , với các doanh_nghiệp , công_nhân , người_dân và những người đang đóng thuế cho nước Mỹ "" . "" Thông_báo của Bộ Ngoại_giao tới Liên_Hiệp_Quốc lặp lại những gì mà Tổng_thống đã nói với thế_giới vào ngày 1/6 và nó không có giá_trị pháp_lý , "" theo ông Nigel_Purvis , quan_chức điều_hành công_tác ngoại_giao liên_quan đến vấn_đề biến_đổi khí_hậu dười thời Tổng_thống Bill_Clinton và George_W._Bush .",True,1.0,0,1.0,0
7706,1978,tfidf,file_pdf,ok,,0.5,0.05128205128205128,0.25,-0.031690140845070436,0.0672396359959555,0.0,1978,44,0.015337799995904788,0.0005165999900782481,"pháp_lý , "" theo ông Nigel_Purvis , quan_ch?c ?i?u_hành
công_tác ngo?i_giao liên_quan ??n v?n_?? hai sau Trung_Qu?c , là m?t trong s?",False,1.0,33,1.0,0
3927,1306,tfidf,text_baseline,ok,,0.4444444444444445,0.19548872180451127,0.26666666666666666,0.0,0.2105666156202144,0.0,1306,13,0.00011490000179037452,0.0002573000092525035,"Sở Xây_dựng TP cũng vừa nhận thêm chức_năng quản_lý cây_xanh , chức_năng chống ngập , xây_dựng cũng là lĩnh_vực rất nhạy_cảm , nhiều vấn_đề . Ông Lê_Hoà_Bình sinh năm 1970 , quê ở Quảng_Ngãi , trình_độ kỹ_sư xây_dựng , thạc_sĩ kỹ_thuật , cử_nhân kinh_tế , cao_cấp chính_trị .",True,1.0,0,1.0,0
3927,1306,tfidf,file_txt,ok,,0.4444444444444445,0.19548872180451127,0.26666666666666666,0.0,0.2105666156202144,0.0,1306,13,0.0020514000061666593,0.00027359998784959316,"Sở Xây_dựng TP cũng vừa nhận thêm chức_năng quản_lý cây_xanh , chức_năng chống ngập , xây_dựng cũng là lĩnh_vực rất nhạy_cảm , nhiều vấn_đề . Ông Lê_Hoà_Bình sinh năm 1970 , quê ở Quảng_Ngãi , trình_độ kỹ_sư xây_dựng , thạc_sĩ kỹ_thuật , cử_nhân kinh_tế , cao_cấp chính_trị .",True,1.0,0,1.0,0
3927,1306,tfidf,file_docx,ok,,0.4444444444444445,0.19548872180451127,0.26666666666666666,0.0,0.2105666156202144,0.0,1306,13,0.01986810000380501,0.0002899000101024285,"Sở Xây_dựng TP cũng vừa nhận thêm chức_năng quản_lý cây_xanh , chức_năng chống ngập , xây_dựng cũng là lĩnh_vực rất nhạy_cảm , nhiều vấn_đề . Ông Lê_Hoà_Bình sinh năm 1970 , quê ở Quảng_Ngãi , trình_độ kỹ_sư xây_dựng , thạc_sĩ kỹ_thuật , cử_nhân kinh_tế , cao_cấp chính_trị .",True,1.0,0,1.0,0
3927,1306,tfidf,file_pdf,ok,,0.04444444444444444,0.0,0.04444444444444444,-0.2222222222222222,0.008422664624808576,0.0,1306,41,0.016190399997867644,0.0004209000035189092,HCM . TRUNG,False,1.0,28,1.0,0
14906,2454,tfidf,text_baseline,ok,,0.5882352941176471,0.15135135135135136,0.26737967914438504,0.0,0.15240423797881011,0.0,2454,17,0.0001660999987507239,0.00042010001197922975,"Ông Lương_Tất_Thắng , Chủ_tịch UBND TP Sầm_Sơn cho biết , sau khi tiếp_nhận thông_tin , ông đã chỉ_đạo cho các phòng_ban chuyên_môn phối_hợp với chính_quyền địa_phương kiểm_tra , xác_minh để xử_lý . Hiện , chính_quyền và cơ_quan_chức_năng đã yêu_cầu doanh_nghiệp này khắc_phục bằng cách bốc_dỡ toàn_bộ số chất_thải đổ đi nơi khác , trả lại hiện_trạng con_đường như ban_đầu .",True,1.0,0,1.0,0
14906,2454,tfidf,file_txt,ok,,0.5882352941176471,0.15135135135135136,0.26737967914438504,0.0,0.15240423797881011,0.0,2454,17,0.0038459999923361465,0.00048430000606458634,"Ông Lương_Tất_Thắng , Chủ_tịch UBND TP Sầm_Sơn cho biết , sau khi tiếp_nhận thông_tin , ông đã chỉ_đạo cho các phòng_ban chuyên_môn phối_hợp với chính_quyền địa_phương kiểm_tra , xác_minh để xử_lý . Hiện , chính_quyền và cơ_quan_chức_năng đã yêu_cầu doanh_nghiệp này khắc_phục bằng cách bốc_dỡ toàn_bộ số chất_thải đổ đi nơi khác , trả lại hiện_trạng con_đường như ban_đầu .",True,1.0,0,1.0,0
14906,2454,tfidf,file_docx,ok,,0.5882352941176471,0.15135135135135136,0.26737967914438504,0.0,0.15240423797881011,0.0,2454,17,0.018826800005626865,0.000464899989310652,"Ông Lương_Tất_Thắng , Chủ_tịch UBND TP Sầm_Sơn cho biết , sau khi tiếp_nhận thông_tin , ông đã chỉ_đạo cho các phòng_ban chuyên_môn phối_hợp với chính_quyền địa_phương kiểm_tra , xác_minh để xử_lý . Hiện , chính_quyền và cơ_quan_chức_năng đã yêu_cầu doanh_nghiệp này khắc_phục bằng cách bốc_dỡ toàn_bộ số chất_thải đổ đi nơi khác , trả lại hiện_trạng con_đường như ban_đầu .",True,1.0,0,1.0,0
14906,2454,tfidf,file_pdf,ok,,0.08450704225352113,0.0,0.08450704225352113,-0.18287263689086392,0.006924643584521385,0.0,2455,56,0.015889600006630644,0.0006876999977976084,x?_lý . ban_??u .,False,1.0004074979625102,39,1.0,0
10408,2451,tfidf,text_baseline,ok,,0.2857142857142857,0.038834951456310676,0.20952380952380953,0.0,0.08690330477356181,0.0,2451,19,0.00016929999401327223,0.00044499999785330147,"Đây có_thể là một lý_do giải_thích tại_sao có người sống_sót trong thảm_kịch như_vậy "" , Geoffrey_Thomas , tổng_biên_tập Airlineratings.com , nhận_định . Lực_lượng tìm_kiếm đã tìm thấy hai hộp đen vào sáng 29/11 .",True,1.0,0,1.0,0
10408,2451,tfidf,file_txt,ok,,0.2857142857142857,0.038834951456310676,0.20952380952380953,0.0,0.08690330477356181,0.0,2451,19,0.0038215999957174063,0.0005509000038728118,"Đây có_thể là một lý_do giải_thích tại_sao có người sống_sót trong thảm_kịch như_vậy "" , Geoffrey_Thomas , tổng_biên_tập Airlineratings.com , nhận_định . Lực_lượng tìm_kiếm đã tìm thấy hai hộp đen vào sáng 29/11 .",True,1.0,0,1.0,0
10408,2451,tfidf,file_docx,ok,,0.2857142857142857,0.038834951456310676,0.20952380952380953,0.0,0.08690330477356181,0.0,2451,19,0.019565599999623373,0.0005138000124134123,"Đây có_thể là một lý_do giải_thích tại_sao có người sống_sót trong thảm_kịch như_vậy "" , Geoffrey_Thomas , tổng_biên_tập Airlineratings.com , nhận_định . Lực_lượng tìm_kiếm đã tìm thấy hai hộp đen vào sáng 29/11 .",True,1.0,0,1.0,0
10408,2451,tfidf,file_pdf,ok,,0.10909090909090907,0.0,0.10909090909090907,-0.10043290043290046,0.026916802610114192,0.0,2452,71,0.016980200001853518,0.0006795000081183389,"sân_bay Viru_Viru ? Santa_Cruz , Bolivia ,
vào 18h18 ngày 28/11 ??",False,1.0004079967360262,52,1.0,0
14913,4165,tfidf,text_baseline,ok,,0.5753424657534246,0.1111111111111111,0.2602739726027397,0.0,0.03961584633853541,0.0,4165,35,0.00024590000975877047,0.0008063999994192272,"Lên sở GD & ĐT Hà_Nội xin quyết_định , người_ta không chịu . Bởi ngoài nguyên_tắc ra , thì thày là một nhà_giáo mẫu_mực , là tấm gương sáng cho thế_hệ trẻ ngày_nay .",True,1.0,0,1.0,0
14913,4165,tfidf,file_txt,ok,,0.5753424657534246,0.1111111111111111,0.2602739726027397,0.0,0.03961584633853541,0.0,4165,35,0.006258000008529052,0.0007082000083755702,"Lên sở GD & ĐT Hà_Nội xin quyết_định , người_ta không chịu . Bởi ngoài nguyên_tắc ra , thì thày là một nhà_giáo mẫu_mực , là tấm gương sáng cho thế_hệ trẻ ngày_nay .",True,1.0,0,1.0,0
14913,4165,tfidf,file_docx,ok,,0.5753424657534246,0.1111111111111111,0.2602739726027397,0.0,0.03961584633853541,0.0,4165,35,0.020300400006817654,0.0008425999985774979,"Lên sở GD & ĐT Hà_Nội xin quyết_định , người_ta không chịu . Bởi ngoài nguyên_tắc ra , thì thày là một nhà_giáo mẫu_mực , là tấm gương sáng cho thế_hệ trẻ ngày_nay .",True,1.0,0,1.0,0
14913,4165,tfidf,file_pdf,ok,,0.04166666666666668,0.02127659574468085,0.04166666666666668,-0.21860730593607303,0.004319654427645789,0.0,4167,124,0.01885700000275392,0.0010492000001249835,lan_to? ngày_nay .,False,1.0004801920768307,89,1.0,0
14438,2752,tfidf,text_baseline,ok,,0.3877551020408163,0.041666666666666664,0.2040816326530612,0.0,0.028706395348837208,0.0,2752,41,0.00017440000374335796,0.0005428000004030764,"P. Liên_quan đến vụ_việc xảy ra với con_gái mình , bà Trần_Thị_Chước , mẹ em N.",True,1.0,0,1.0,0
14438,2752,tfidf,file_txt,ok,,0.3877551020408163,0.041666666666666664,0.2040816326530612,0.0,0.028706395348837208,0.0,2752,41,0.004180100004305132,0.0006466999911936,"P. Liên_quan đến vụ_việc xảy ra với con_gái mình , bà Trần_Thị_Chước , mẹ em N.",True,1.0,0,1.0,0
14438,2752,tfidf,file_docx,ok,,0.3877551020408163,0.041666666666666664,0.2040816326530612,0.0,0.028706395348837208,0.0,2752,41,0.02025659999344498,0.0006028999923728406,"P. Liên_quan đến vụ_việc xảy ra với con_gái mình , bà Trần_Thị_Chước , mẹ em N.",True,1.0,0,1.0,0
14438,2752,tfidf,file_pdf,ok,,0.08,0.0547945205479452,0.08,-0.1240816326530612,0.005809731299927378,0.0,2754,79,0.017405399994459003,0.0008128999907057732,10 cái . ??_ngh?,False,1.0007267441860466,38,1.0,0
1241,2561,tfidf,text_baseline,ok,,0.42307692307692313,0.0784313725490196,0.21153846153846156,0.0,0.09058961343225302,0.02083333333333337,2561,22,0.00018060000729747117,0.00063189999491442,"Bên cạnh những ca_khúc quen_thuộc Chỉ là anh thôi , Em nhớ anh vô_cùng , Bức thư tình thứ 2 , Uớc mơ trong đời , Có nhau trọn đời , Quỳnh ... Đây là ca_khúc nhạc phim Chạy đi rồi tính được công_chiếu vào dịp Tết_Dương_lịch vừa_qua .",True,1.0,0,1.0,0
1241,2561,tfidf,file_txt,ok,,0.42307692307692313,0.0784313725490196,0.21153846153846156,0.0,0.09058961343225302,0.02083333333333337,2561,22,0.003850399996736087,0.000512500002514571,"Bên cạnh những ca_khúc quen_thuộc Chỉ là anh thôi , Em nhớ anh vô_cùng , Bức thư tình thứ 2 , Uớc mơ trong đời , Có nhau trọn đời , Quỳnh ... Đây là ca_khúc nhạc phim Chạy đi rồi tính được công_chiếu vào dịp Tết_Dương_lịch vừa_qua .",True,1.0,0,1.0,0
1241,2561,tfidf,file_docx,ok,,0.42307692307692313,0.0784313725490196,0.21153846153846156,0.0,0.09058961343225302,0.02083333333333337,2561,22,0.018710900010773912,0.0005066999874543399,"Bên cạnh những ca_khúc quen_thuộc Chỉ là anh thôi , Em nhớ anh vô_cùng , Bức thư tình thứ 2 , Uớc mơ trong đời , Có nhau trọn đời , Quỳnh ... Đây là ca_khúc nhạc phim Chạy đi rồi tính được công_chiếu vào dịp Tết_Dương_lịch vừa_qua .",True,1.0,0,1.0,0
1241,2561,tfidf,file_pdf,ok,,0.35,0.21052631578947364,0.15,-0.06153846153846157,0.011705033164260631,0.0,2563,99,0.015333899995312095,0.0007868999964557588,bây_gi? ngày ??u_tiên vào ngh?,False,1.0007809449433815,77,1.0,0
19076,3648,tfidf,text_baseline,ok,,0.46875,0.14285714285714288,0.234375,0.0,0.0649671052631579,0.05555555555555558,3648,29,0.00021969999943394214,0.0006603999936487526,"Cầu có vốn đầu_tư hơn 2 tỷ đồng , vật_liệu chủ_yếu bằng thép , rộng gần 2 m , điểm cao nhất khoảng hơn 5 m , đưa vào sử_dụng hai tháng nay . Mới đưa vào sử_dụng chưa lâu nhưng mái che được làm_bằng các tấm nhựa đã gãy , vỡ bay khắp_nơi .",True,1.0,0,1.0,0
19076,3648,tfidf,file_txt,ok,,0.46875,0.14285714285714288,0.234375,0.0,0.0649671052631579,0.05555555555555558,3648,29,0.005133600003318861,0.0006777999951737002,"Cầu có vốn đầu_tư hơn 2 tỷ đồng , vật_liệu chủ_yếu bằng thép , rộng gần 2 m , điểm cao nhất khoảng hơn 5 m , đưa vào sử_dụng hai tháng nay . Mới đưa vào sử_dụng chưa lâu nhưng mái che được làm_bằng các tấm nhựa đã gãy , vỡ bay khắp_nơi .",True,1.0,0,1.0,0
19076,3648,tfidf,file_docx,ok,,0.46875,0.14285714285714288,0.234375,0.0,0.0649671052631579,0.05555555555555558,3648,29,0.01943559999926947,0.0006657999911112711,"Cầu có vốn đầu_tư hơn 2 tỷ đồng , vật_liệu chủ_yếu bằng thép , rộng gần 2 m , điểm cao nhất khoảng hơn 5 m , đưa vào sử_dụng hai tháng nay . Mới đưa vào sử_dụng chưa lâu nhưng mái che được làm_bằng các tấm nhựa đã gãy , vỡ bay khắp_nơi .",True,1.0,0,1.0,0
19076,3648,tfidf,file_pdf,ok,,0.16666666666666666,0.04347826086956522,0.125,-0.109375,0.005753424657534247,0.0,3650,82,0.016710199997760355,0.0009441000001970679,1A r? ?áng quan_tâm .,False,1.000548245614035,53,1.0,0
13998,3637,tfidf,text_baseline,ok,,0.373134328358209,0.09090909090909091,0.22388059701492538,0.0,0.02859499587572175,0.0,3637,21,0.0002099999983329326,0.0005409000004874542,"Nhờ vậy , giao_dịch trở_nên dễ_dàng và nhanh_chóng hơn , góp_phần thúc_đẩy hoạt_động thương_mại . Thu_Hà",True,1.0,0,1.0,0
13998,3637,tfidf,file_txt,ok,,0.373134328358209,0.09090909090909091,0.22388059701492538,0.0,0.02859499587572175,0.0,3637,21,0.0053287999908206984,0.0006265999982133508,"Nhờ vậy , giao_dịch trở_nên dễ_dàng và nhanh_chóng hơn , góp_phần thúc_đẩy hoạt_động thương_mại . Thu_Hà",True,1.0,0,1.0,0
13998,3637,tfidf,file_docx,ok,,0.373134328358209,0.09090909090909091,0.22388059701492538,0.0,0.02859499587572175,0.0,3637,21,0.019112800000584684,0.0006167999963508919,"Nhờ vậy , giao_dịch trở_nên dễ_dàng và nhanh_chóng hơn , góp_phần thúc_đẩy hoạt_động thương_mại . Thu_Hà",True,1.0,0,1.0,0
13998,3637,tfidf,file_pdf,ok,,0.07619047619047618,0.0,0.07619047619047618,-0.1476901208244492,0.004122011541632316,0.0,3639,84,0.016881899995496497,0.0008458999946014956,"nói , s? Thu_Hà",False,1.0005499037668408,63,1.0,0
4850,3213,tfidf,text_baseline,ok,,0.5196850393700788,0.144,0.28346456692913385,0.0,0.0706504824151883,0.0,3213,26,0.00018999999156221747,0.000533499987795949,Đó là một đường vạch sơn màu vàng to bản rộng bằng 2 gang tay người trưởng_thành . Những tuyên_bố đó thực_tế đã mãi nằm trên giấy_tờ nhưng tinh_thần hoà_giải dân_tộc trên bán_đảo TriềuTiên chưa bao_giờ phai_nhạt qua năm_tháng .,True,1.0,0,1.0,0
